ID,Date,Time,Hour,Longitude,Latitude,Crime
57,1/4/2014,23:53,23,72.8451,19.2024,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
58,1/5/2014,0:59,0,72.8129903,18.96443922,Assault(Simple)
59,1/5/2014,10:44,10,72.8609,19.1508,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
60,1/5/2014,11:56,11,72.9041,19.1283,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
61,1/5/2014,12:59,12,72.8496,19.1799,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
62,1/5/2014,14:13,14,72.8422,19.1809,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
63,1/5/2014,14:30,14,72.861,19.1517,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
64,1/5/2014,15:26,15,72.8434,19.1899,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
65,1/5/2014,15:48,15,72.8503,19.0208,"MissingPerson,Sex Offender Violation"
66,1/5/2014,15:34,15,72.8443,19.1909,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
67,1/5/2014,21:46,21,72.88073443,18.95113437,Housebreak
68,1/5/2014,22:38,22,72.8504,19.1933,"Assault(Simple),Harrassment,Threats"
69,1/5/2014,22:47,22,72.8476,19.1946,"Assault(Simple),Harrassment,Threats"
70,1/5/2014,23:33,23,72.8893,19.2893,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
71,1/5/2014,23:58,23,72.88940419,19.0468746,Robbery
72,1/6/2014,4:09,4,72.8623,19.2416,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching,Robbery"
73,1/6/2014,7:53,7,72.8459,19.2614,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
74,1/6/2014,11:09,11,72.9211,19.0639,"LarcencyMV,HitnRun,MissingPerson"
75,1/6/2014,12:02,12,72.8452,19.0723,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
76,1/6/2014,13:03,13,72.9022,19.132,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
77,1/6/2014,13:36,13,72.8714,19.095,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
78,1/6/2014,17:22,17,72.8214,18.973,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
79,1/6/2014,16:58,16,72.9293,19.2902,"Assault(Simple),Harrassment,Threats"
80,1/6/2014,17:15,17,72.86641588,18.94581072,Threats
81,1/6/2014,19:52,19,72.8479,19.2578,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
82,1/6/2014,19:30,19,72.85486654,19.12797693,Threats
83,1/6/2014,19:30,19,72.8524,19.2218,"Assault(Simple),Harrassment,Threats"
84,1/6/2014,19:33,19,72.90674715,18.95414228,Assault(Aggravated)
85,1/6/2014,19:45,19,72.9093,19.0504,"Assault(Simple),Robbery,Housebreak"
86,1/6/2014,20:22,20,72.8489,19.1761,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
87,1/7/2014,7:55,7,72.8306,19.1858,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
88,1/7/2014,11:13,11,72.8483,19.1644,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
89,1/7/2014,12:57,12,72.8654,19.1793,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
90,1/7/2014,13:07,13,72.9244,19.1399,"LarcencyMV,HitnRun,MissingPerson"
91,1/7/2014,13:55,13,72.8485,19.1651,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
92,1/7/2014,14:05,14,72.8436,19.1021,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
93,1/7/2014,14:31,14,72.8203,18.9737,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
94,1/7/2014,15:19,15,72.9036,19.1313,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
95,1/7/2014,15:14,15,72.91602731,19.11999573,Assault(Simple)
96,1/6/2014,16:36,16,72.8472,19.1654,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
97,1/7/2014,17:07,17,72.8397,19.2306,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
98,1/7/2014,20:31,20,72.8451,19.0735,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
99,1/7/2014,19:51,19,72.83080917,19.02561419,Assault(Aggravated)
100,1/7/2014,23:01,23,72.82527418,19.05108737,Assault(Aggravated)
101,1/8/2014,6:57,6,72.9187655,19.13301859,Assault(Aggravated)
102,1/8/2014,10:54,10,72.8451,19.1018,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
103,1/8/2014,12:42,12,72.903,19.1308,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
104,1/8/2014,17:39,17,72.8447,19.1028,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
105,1/8/2014,18:27,18,72.83078503,19.13874386,Threats
106,1/8/2014,21:31,21,72.8504,19.164,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
107,1/8/2014,21:41,21,72.9094,19.0481,"Assault(Simple),Robbery,Housebreak"
108,1/8/2014,21:39,21,72.85028336,19.11976501,Sex Offender Violation
109,1/9/2014,10:04,10,72.8669,19.1684,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
110,1/9/2014,10:46,10,72.8672,19.1693,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
111,1/9/2014,11:40,11,72.82185662,19.14716941,LarcencyMV
112,1/9/2014,10:21,10,72.8536,19.2224,"Assault(Simple),Harrassment,Threats"
113,1/9/2014,12:06,12,72.8421,19.2381,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
114,1/9/2014,14:00,14,72.8659,19.1795,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
115,1/9/2014,15:07,15,72.8423,19.2001,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
116,1/9/2014,16:02,16,72.8544,19.2244,"Assault(Simple),Harrassment,Threats"
117,1/9/2014,15:48,15,72.8451,19.1918,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
118,1/9/2014,17:00,17,72.91463753,19.06858791,HitnRun
119,1/9/2014,16:59,16,72.90310889,19.10539201,ChainSnatching
120,1/9/2014,17:43,17,72.8379,19.2348,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
121,1/9/2014,19:47,19,72.8322,19.0865,"Assault(Simple),Harrassment,Threats"
122,1/9/2014,20:13,20,72.8408,19.2331,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
123,1/9/2014,13:51,13,72.8204,19.2076,"Assault(Simple),Harrassment,Threats"
124,1/10/2014,3:32,3,72.8431,19.2021,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
125,1/10/2014,3:39,3,72.8313,19.0881,"Assault(Simple),Harrassment,Threats"
126,1/10/2014,9:01,9,72.9138,19.1087,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
127,1/10/2014,8:40,8,72.8525,19.2614,"LarcencyMV,PocketPicking,Robbery"
128,1/10/2014,11:23,11,72.8312,19.1876,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
129,1/10/2014,12:00,12,72.83099884,18.99559496,ChainSnatching
130,1/10/2014,13:38,13,72.8473,19.2601,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
131,1/10/2014,14:12,14,72.9297,19.2907,"Assault(Simple),Harrassment,Threats"
132,1/10/2014,14:35,14,72.86005322,18.97405255,Assault(Aggravated)
133,1/10/2014,14:44,14,72.8318,19.1385,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
134,1/10/2014,15:46,15,72.8331,19.1391,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
135,1/10/2014,16:02,16,72.84006174,19.04062807,LarcencyMV
136,1/10/2014,16:44,16,72.84793832,19.01352275,Assault(Simple)
137,1/10/2014,16:29,16,72.9224,19.0659,"LarcencyMV,HitnRun,MissingPerson"
138,1/10/2014,16:37,16,72.89543233,19.11739799,Assault(Aggravated)
139,1/10/2014,18:06,18,72.8314,19.1847,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
140,1/10/2014,17:24,17,72.9159,19.2784,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
141,1/10/2014,18:10,18,72.8484,19.1636,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
142,1/10/2014,19:57,19,72.8062,18.9589,"MissingPerson,Sex Offender Violation"
143,1/10/2014,19:46,19,72.88420371,19.0196411,Robbery
144,1/10/2014,21:38,21,72.8322,19.019,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
145,1/10/2014,23:33,23,72.9031,19.1305,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
146,1/11/2014,0:10,0,72.862,19.0267,"Assault(Simple),Harrassment,Threats"
147,1/11/2014,3:15,3,72.8619,19.2407,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching,Robbery"
148,1/11/2014,3:05,3,72.8668,19.169,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
149,1/11/2014,10:20,10,72.82990219,19.07852596,Threats
150,1/11/2014,10:52,10,72.88591766,19.17977783,Assault(Aggravated)
151,1/11/2014,11:35,11,72.9057,19.0904,"Assault(Simple),Harrassment,LarcencyMV,PocketPicking,Robbery"
152,1/11/2014,14:59,14,72.8335,19.0867,"Assault(Simple),Harrassment,Threats"
153,1/11/2014,17:01,17,72.8715,19.0959,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
154,1/11/2014,21:19,21,72.8653,19.1784,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
155,1/11/2014,21:57,21,72.9229,19.1397,"LarcencyMV,HitnRun,MissingPerson"
156,1/12/2014,0:22,0,72.8391,19.2314,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
157,1/12/2014,0:34,0,72.8395,19.234,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
158,1/12/2014,0:39,0,72.839,19.2322,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
159,1/12/2014,1:22,1,72.8409,19.1056,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
160,1/12/2014,1:41,1,72.8491,19.1779,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
161,1/12/2014,8:14,8,72.83537855,19.21193335,MissingPerson
162,1/12/2014,11:40,11,72.8311,19.1856,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
163,1/12/2014,13:54,13,72.8399,19.0096,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
164,1/12/2014,14:56,14,72.8358,19.0126,"Assault(Simple),Harrassment,Threats"
165,1/12/2014,17:12,17,72.8342,19.1373,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
166,1/12/2014,20:55,20,72.832,19.0188,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
167,1/12/2014,20:03,20,72.8537,19.2526,"Assault(Simple),Harrassment,LarcencyMV,Threats,MissingPerson"
168,1/12/2014,21:50,21,72.8491,19.1642,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
169,1/12/2014,22:06,22,72.82891589,19.02112796,HitnRun
170,1/13/2014,0:33,0,72.9018,19.1296,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
171,1/13/2014,5:02,5,72.8418,19.2419,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
172,1/13/2014,8:09,8,72.8433,19.1044,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
173,1/13/2014,7:58,7,72.8664,19.1689,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
174,1/13/2014,9:17,9,72.84981091,18.9763683,Robbery
175,1/13/2014,11:25,11,72.8202,19.2084,"Assault(Simple),Harrassment,Threats"
176,1/13/2014,13:05,13,72.8365,19.0131,"Assault(Simple),Harrassment,Threats"
177,1/13/2014,13:28,13,72.87014035,18.95705618,Housebreak
178,1/13/2014,13:27,13,72.9244,19.1404,"LarcencyMV,HitnRun,MissingPerson"
179,1/13/2014,15:25,15,72.8548,19.2246,"Assault(Simple),Harrassment,Threats"
180,1/13/2014,16:34,16,72.8479,19.1949,"Assault(Simple),Harrassment,Threats"
181,1/13/2014,16:06,16,72.8668,19.0394,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
182,1/13/2014,14:36,14,72.8425,19.1785,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
183,1/13/2014,16:54,16,72.8441,19.1913,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
184,1/13/2014,17:37,17,72.8616,19.2426,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching,Robbery"
185,1/13/2014,19:18,19,72.8448,19.0205,"Assault(Simple),Harrassment,Threats"
186,1/13/2014,18:39,18,72.9304,19.2892,"Assault(Simple),Harrassment,Threats"
187,1/13/2014,21:10,21,72.8523,19.26,"LarcencyMV,PocketPicking,Robbery"
188,1/13/2014,23:49,23,72.85023508,19.19506516,Housebreak
189,1/14/2014,6:10,6,72.8493,19.1937,"Assault(Simple),Harrassment,Threats"
190,1/14/2014,7:40,7,72.8419,19.1055,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
191,1/14/2014,7:15,7,72.8472,19.1938,"Assault(Simple),Harrassment,Threats"
192,1/14/2014,9:00,9,72.8891,19.2878,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
193,1/14/2014,9:00,9,72.9225,19.0651,"LarcencyMV,HitnRun,MissingPerson"
194,1/14/2014,10:24,10,72.8409,19.2386,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
195,1/14/2014,11:22,11,72.922,19.0656,"LarcencyMV,HitnRun,MissingPerson"
196,1/14/2014,10:50,10,72.853,19.2581,"LarcencyMV,PocketPicking,Robbery"
197,1/14/2014,12:40,12,72.8488,19.1959,"Assault(Simple),Harrassment,Threats"
198,1/14/2014,13:24,13,72.9285,19.2628,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
199,1/14/2014,14:45,14,72.8412,19.2405,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
200,1/14/2014,15:05,15,72.833,19.0864,"Assault(Simple),Harrassment,Threats"
201,1/14/2014,15:31,15,72.84361379,19.20990814,Assault(Aggravated)
202,1/14/2014,16:25,16,72.872,19.097,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
203,1/14/2014,16:32,16,72.8525,19.2228,"Assault(Simple),Harrassment,Threats"
204,1/14/2014,16:05,16,72.9042,19.1309,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
205,1/14/2014,16:55,16,72.8484,19.1644,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
206,1/14/2014,17:22,17,72.82467412,19.10198248,Harrassment
207,1/15/2014,0:01,0,72.9131,19.1075,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
208,1/15/2014,1:15,1,72.912,19.1097,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
209,1/15/2014,1:22,1,72.83173339,18.96449904,Assault(Simple)
210,1/15/2014,2:00,2,72.9068,19.0898,"Assault(Simple),Harrassment,LarcencyMV,PocketPicking,Robbery"
211,1/15/2014,11:20,11,72.88153105,19.12548173,Sex Offender Violation
212,1/15/2014,12:45,12,72.9056,19.0915,"Assault(Simple),Harrassment,LarcencyMV,PocketPicking,Robbery"
213,1/15/2014,13:36,13,72.812,19.2292,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
214,1/15/2014,13:59,13,72.8448,19.191,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
215,1/15/2014,14:20,14,72.8434,19.1914,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
216,1/15/2014,14:49,14,72.8537,19.223,"Assault(Simple),Harrassment,Threats"
217,1/15/2014,17:01,17,72.8669,19.0398,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
218,1/15/2014,18:45,18,72.83050914,19.05852168,Threats
219,1/15/2014,18:46,18,72.8434,19.1906,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
220,1/15/2014,18:57,18,72.8487,19.1647,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
221,1/15/2014,20:03,20,72.86751598,19.17337748,MissingPerson
222,1/15/2014,19:55,19,72.9282,19.2632,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
223,1/15/2014,20:50,20,72.8419,19.1787,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
224,1/15/2014,23:47,23,72.861,19.0257,"Assault(Simple),Harrassment,Threats"
225,1/16/2014,6:26,6,72.8661,19.1691,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
226,1/16/2014,9:26,9,72.8403,19.0092,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
227,1/16/2014,10:36,10,72.8432,19.18,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
228,1/16/2014,10:59,10,72.8664,19.1691,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
229,1/16/2014,11:19,11,72.8665,19.1668,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
230,1/16/2014,11:10,11,72.86465709,19.09757317,Harrassment
231,1/16/2014,10:15,10,72.8448,19.1029,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
232,1/16/2014,12:42,12,72.82749852,18.97171117,LarcencyMV
233,1/16/2014,12:43,12,72.8499,19.1779,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
234,1/16/2014,14:14,14,72.8464,19.0729,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
235,1/16/2014,15:21,15,72.8499,19.1643,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
236,1/16/2014,14:46,14,72.9104,19.0483,"Assault(Simple),Robbery,Housebreak"
237,1/16/2014,15:33,15,72.8611,19.1507,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
238,1/16/2014,16:24,16,72.90363997,19.03366375,Assault(Aggravated)
239,1/16/2014,17:34,17,72.8466,19.0738,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
240,1/16/2014,17:56,17,72.8428,19.106,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
241,1/16/2014,18:58,18,72.8517,19.1784,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
242,1/16/2014,19:55,19,72.8491,19.1642,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
243,1/16/2014,20:53,20,72.861,19.1157,"LarcencyMV,HitnRun,MissingPerson"
244,1/16/2014,21:12,21,72.8439,19.2023,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
245,1/17/2014,0:00,0,72.8636,19.0266,"Assault(Simple),Harrassment,Threats"
246,1/16/2014,23:58,23,72.90825074,19.01453108,LarcencyMV
247,1/17/2014,1:32,1,72.8223,18.9738,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
248,1/17/2014,8:48,8,72.8667,19.1684,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
249,1/17/2014,14:03,14,72.90695752,19.18421278,ChainSnatching
250,1/17/2014,14:34,14,72.8109,19.2296,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
251,1/17/2014,15:18,15,72.8663607,19.15799615,Assault(Aggravated)
252,1/17/2014,15:32,15,72.904,19.1309,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
253,1/17/2014,15:54,15,72.8666021,19.06667379,PocketPicking
254,1/17/2014,16:27,16,72.8437,19.1056,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
255,1/17/2014,20:21,20,72.8721,19.0963,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
256,1/17/2014,20:33,20,72.84523463,18.97308695,MissingPerson
257,1/17/2014,20:30,20,72.851,19.1774,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
258,1/17/2014,19:42,19,72.82223252,19.02844264,Threats
259,1/17/2014,22:43,22,72.8598,19.1509,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
260,1/18/2014,0:09,0,72.9159,19.2774,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
261,1/18/2014,2:42,2,72.90191913,18.98911771,Assault(Aggravated)
262,1/18/2014,3:39,3,72.8326,19.1854,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
263,1/18/2014,3:55,3,72.8187,18.9621,"Assault(Simple),Harrassment,Threats"
264,1/18/2014,2:43,2,72.862,19.2413,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching,Robbery"
265,1/18/2014,7:11,7,72.9208,19.0652,"LarcencyMV,HitnRun,MissingPerson"
266,1/18/2014,11:18,11,72.9031,19.1316,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
267,1/18/2014,12:50,12,72.9243,19.1414,"LarcencyMV,HitnRun,MissingPerson"
268,1/18/2014,14:06,14,72.8449,19.0746,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
269,1/18/2014,15:44,15,72.9052,19.0918,"Assault(Simple),Harrassment,LarcencyMV,PocketPicking,Robbery"
270,1/18/2014,17:01,17,72.89770495,19.06217048,PocketPicking
271,1/18/2014,17:28,17,72.8479,19.1951,"Assault(Simple),Harrassment,Threats"
272,1/18/2014,18:12,18,72.8313,19.186,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
273,1/18/2014,19:21,19,72.8416,19.1063,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
274,1/18/2014,23:05,23,72.9124994,18.94903226,Assault(Aggravated)
